X,Y,DATEEND,TIMESTART,TIMEEND,ADDRESS,QualityOfLife,CODE_DEFINED,LAT,LONG,ObjectId
-8477789.12886305,5317473.88534935,2024/03/08 00:00:00+00,1420,1420,200 LINCOLN AVE    ,False,SIMPLE ASSAULT,43.0361370000001,-76.1572755,1783
-8478399.77192979,5315122.06312202,2024/03/08 00:00:00+00,2300,1230,300 HILLVIEW AVE    ,False,CRIMINAL MISCHIEF,43.0206930000001,-76.162761,1784
-8480678.03662837,5319990.82619624,2024/03/08 00:00:00+00,2035,2035,1800 E  FAYETTE ST     ,False,CRIMINAL MISCHIEF,43.0526610000001,-76.183227,1785
-8477930.89423457,5318085.23674849,2024/03/08 00:00:00+00,2208,2250,500 W  ONONDAGA ST     ,False,SIMPLE ASSAULT,43.040151,-76.1585489999999,1786
-8472602.92076622,5319294.34988286,2024/03/08 00:00:00+00,2304,2304,200 FENWAY DR     ,False,CRIMINAL MISCHIEF,43.0480890000001,-76.110687,1787
-8476022.82250263,5321743.21476176,2024/03/08 00:00:00+00,2310,2310,900 HIGHLAND ST     ,False,POSSESSION/USE DANGEROUS WEAPONS,43.0641630000001,-76.1414085,1788
-8475789.38553043,5315897.71531256,2024/03/09 00:00:00+00,418,418,100 BERWYN AVE    ,False,SIMPLE ASSAULT,43.025787,-76.1393115,1789
-8480831.32356719,5320197.85967756,2024/03/09 00:00:00+00,236,236,1900 E  FAYETTE ST     ,False,SIMPLE ASSAULT,43.05402,-76.184604,1790
-8474004.5444748,5319309.43051296,2024/03/09 00:00:00+00,1540,1545,1600 E  FAYETTE ST     ,False,SIMPLE ASSAULT,43.048188,-76.123278,1791
-8476278.80167171,5321571.80074955,2024/03/09 00:00:00+00,1626,1626,900 BUTTERNUT ST     ,False,SIMPLE ASSAULT,43.0630380000001,-76.1437079999999,1792
-8471794.9082423,5319405.39872941,2024/03/09 00:00:00+00,1813,1813,100 FAYETTE BLVD   ,False,CRIMINAL MISCHIEF,43.048818,-76.1034284999999,1793
-8477127.89108773,5322476.90227963,2024/03/10 00:00:00+00,1400,1115,800 SPRING ST     ,False,SEX OFFENSES,43.0689780000001,-76.1513355,1794
-8479620.05618786,5322321.931704,2024/03/10 00:00:00+00,1345,1345,1 DESTINY USA DR,False,SIMPLE ASSAULT,43.067961,-76.1737229999999,1795
-8477029.20635915,5322659.30456998,2024/03/10 00:00:00+00,2158,2158,800 FIRST NORTH ST     ,False,OFFN AGAINST FAMILY,43.0701750000001,-76.150449,1796
-8471409.68725573,5319420.47953876,2024/03/10 00:00:00+00,2321,2321,200 FAYETTE BLVD   ,False,CRIMINAL MISCHIEF,43.0489170000001,-76.099968001,1797
-8479620.05618786,5322321.931704,2024/03/10 00:00:00+00,1817,1817,1 DESTINY USA DR,False,OFFN AGAINST FAMILY,43.067961,-76.1737229999999,1798
-8477528.64125459,5321606.08330035,2024/03/10 00:00:00+00,2358,2358,900 N  SALINA ST     ,True,CRIMINAL MISCHIEF,43.0632630000001,-76.1549355,1799
-8480678.03662837,5319990.82619624,2024/03/11 00:00:00+00,127,127,1800 E  FAYETTE ST     ,True,CRIMINAL MISCHIEF,43.0526610000001,-76.183227,1800
-8471778.37729792,5319761.86073493,2024/03/11 00:00:00+00,1243,1243,200 HAZELWOOD AVE    ,False,OFFN AGAINST FAMILY,43.051158,-76.10328,1801
-8476769.7206261,5319449.27024237,2024/03/12 00:00:00+00,1129,1600,300 E  WASHINGTON ST     ,False,CRIMINAL MISCHIEF,43.0491060000001,-76.148118,1802
-8473035.73105774,5319294.34988286,2024/03/11 00:00:00+00,1250,1250,2000 E  FAYETTE ST     ,False,CRIMINAL MISCHIEF,43.0480890000001,-76.1145750009999,1803
-8476493.20312229,5320125.19177416,2024/03/11 00:00:00+00,1412,1412,500 JAMES ST     ,True,CRIMINAL MISCHIEF,43.053543,-76.145634001,1804
-8475305.47981527,5321994.17054933,2024/03/11 00:00:00+00,1957,1957,300 HELEN ST     ,False,SIMPLE ASSAULT,43.0658100000001,-76.134964501,1805
-8479193.25726016,5313732.62804884,2024/03/11 00:00:00+00,2327,2327,200 MITCHELL AVE    ,False,CRIMINAL MISCHIEF,43.0115670000001,-76.169889,1806
-8477574.72752377,5313402.42779194,2024/03/12 00:00:00+00,0,1308,300 SHIRLEY AVE    ,False,SEX OFFENSES,43.009398,-76.1553494999999,1807
-8471859.5292067,5319478.06103469,2024/03/12 00:00:00+00,1623,1623,500 SEELEY RD     ,False,FRAUD,43.049295,-76.104009,1808
-8477234.08988195,5322785.47966716,2024/03/12 00:00:00+00,2051,2051,1000 FIRST NORTH ST     ,False,ALL OTHER OFFENSES,43.0710030000001,-76.1522894999999,1809
-8477443.98289316,5319085.96548592,2024/03/12 00:00:00+00,2310,2315,500 S  CLINTON ST     ,False,SIMPLE ASSAULT,43.046721,-76.1541750009999,1810
-8477828.20189299,5311839.27280381,2024/03/12 00:00:00+00,2319,2319,300 MERRITT AVE    ,True,CRIMINAL MISCHIEF,42.999129,-76.1576264989999,1811
-8478280.04781744,5318991.37147095,2024/03/13 00:00:00+00,941,1100,300 OTISCO ST     ,False,OFFN AGAINST FAMILY,43.0461000000001,-76.1616855,1812
-8476738.66248818,5319966.14701444,2024/03/13 00:00:00+00,1029,1029,400 JAMES ST     ,False,SEX OFFENSES,43.0524990000001,-76.147839,1813
-8475425.70464269,5312844.81316697,2024/03/13 00:00:00+00,1920,1922,700 E  BRIGHTON AVE    ,False,SIMPLE ASSAULT,43.0057350000001,-76.136044499,1814
-8479620.05618786,5322321.931704,2024/03/13 00:00:00+00,1552,1552,1 DESTINY USA DR,False,SIMPLE ASSAULT,43.067961,-76.1737229999999,1815
-8477920.37454269,5318626.71364986,2024/03/13 00:00:00+00,2016,2016,300 GIFFORD ST     ,False,CRIMINAL MISCHIEF,43.043706,-76.1584544999999,1816
-8476738.66248818,5319966.14701444,2024/03/13 00:00:00+00,2133,2134,400 JAMES ST     ,True,SIMPLE ASSAULT,43.0524990000001,-76.147839,1817
-8479620.05618786,5322321.931704,2024/03/13 00:00:00+00,1947,1957,1 DESTINY USA DR,False,SIMPLE ASSAULT,43.067961,-76.1737229999999,1818
-8479120.62129242,5316265.00770804,2024/03/14 00:00:00+00,231,231,300 CROSSETT ST     ,False,ALL OTHER OFFENSES,43.028199,-76.1692365,1819
-8475985.25217448,5319155.88341683,2024/03/13 00:00:00+00,2234,2234,700 E  GENESEE ST     ,True,CRIMINAL MISCHIEF,43.04718,-76.141071,1820
-8475734.28238249,5321194.7009945,2024/03/14 00:00:00+00,530,536,400 GRAVES ST     ,False,CRIMINAL MISCHIEF,43.0605630000001,-76.1388165,1821
-8474463.90446488,5319316.28535288,2024/03/14 00:00:00+00,308,308,1400 E  FAYETTE ST     ,False,ARSON,43.048233,-76.1274045009999,1822
-8475425.70464269,5312844.81316697,2024/03/14 00:00:00+00,904,904,700 E  BRIGHTON AVE    ,False,CRIMINAL MISCHIEF,43.0057350000001,-76.136044499,1823
-8476738.66248818,5319966.14701444,2024/03/14 00:00:00+00,1355,1355,400 JAMES ST     ,False,OFFN AGAINST FAMILY,43.0524990000001,-76.147839,1824
-8479345.04138586,5320192.37528778,2024/03/14 00:00:00+00,1210,1210,1000 W  GENESEE ST     ,False,SIMPLE ASSAULT,43.0539840000001,-76.1712525,1825
-8478385.74567395,5315938.82941562,2024/03/14 00:00:00+00,1422,1422,100 ELOISE TER    ,False,OFFN AGAINST FAMILY,43.026057,-76.162635,1826
-8480617.92399202,5316962.62889945,2024/03/14 00:00:00+00,1931,1931,1800 BELLEVUE AVE    ,True,CRIMINAL MISCHIEF,43.0327800000001,-76.1826869989999,1827
-8476022.82250263,5321743.21476176,2024/03/14 00:00:00+00,1713,1713,900 HIGHLAND ST     ,False,OFFN AGAINST FAMILY,43.0641630000001,-76.1414085,1828
-8476189.13382187,5318142.81001696,2024/03/14 00:00:00+00,2223,2330,100 STEWART CT     ,False,POSSESSION/USE DANGEROUS WEAPONS,43.040529,-76.1429024999999,1829
-8477210.04487194,5321030.15314467,2024/03/14 00:00:00+00,1946,1946,600 N  SALINA ST     ,True,CRIMINAL MISCHIEF,43.0594830000001,-76.1520735,1830
-8479532.89291525,5317005.11831632,2024/03/14 00:00:00+00,2311,2311,1100 BELLEVUE AVE    ,False,CRIMINAL MISCHIEF,43.033059,-76.1729399989999,1831
-8479620.05618786,5322321.931704,2024/03/14 00:00:00+00,1858,1858,1 DESTINY USA DR,False,SIMPLE ASSAULT,43.067961,-76.1737229999999,1832
-8476189.13382187,5318142.81001696,2024/03/15 00:00:00+00,1405,1405,100 STEWART CT     ,False,POSSESSION/USE DANGEROUS WEAPONS,43.040529,-76.1429024999999,1833
-8477983.49269397,5320140.27374536,2024/03/15 00:00:00+00,1800,830,500 W  GENESEE ST     ,True,CRIMINAL MISCHIEF,43.053642,-76.1590214999999,1834
-8474325.64554599,5321285.20354737,2024/03/15 00:00:00+00,1701,1701,300 SHUART AVE    ,False,OFFN AGAINST FAMILY,43.061157,-76.1261625,1835
-8473340.80212226,5316482.92307757,2024/03/15 00:00:00+00,1732,1732,600 BROAD ST     ,False,SIMPLE ASSAULT,43.0296300000001,-76.117315501,1836
-8469837.74461491,5318558.17053548,2024/03/15 00:00:00+00,2023,2023,100 GIFFORD ST     ,False,SIMPLE ASSAULT,43.043256,-76.0858469999999,1837
-8473286.19980071,5322681.24794269,2024/03/16 00:00:00+00,39,39,100 EDTIM RD     ,True,CRIMINAL MISCHIEF,43.070319,-76.1168249999999,1838
-8479353.55732691,5318943.38936565,2024/03/15 00:00:00+00,2134,2134,200 S  GEDDES ST     ,True,SIMPLE ASSAULT,43.0457850000001,-76.171329,1839
-8477650.36911777,5323796.31344186,2024/03/16 00:00:00+00,445,445,400 BURDICK AVE    ,False,SIMPLE ASSAULT,43.077636,-76.156029,1840
-8476334.90658375,5320234.87939284,2024/03/16 00:00:00+00,924,1000,600 JAMES ST     ,False,ALL OTHER OFFENSES,43.054263,-76.1442119989999,1841
-8477291.19678073,5319070.88521648,2024/03/16 00:00:00+00,1357,1400,400 S  SALINA ST     ,True,DISORDERLY CONDUCT,43.0466220000001,-76.1528025,1842
-8479620.05618786,5322321.931704,2024/03/16 00:00:00+00,1101,1101,1 DESTINY USA DR,False,OFFN AGAINST FAMILY,43.067961,-76.1737229999999,1843
-8475950.68747259,5314121.75867248,2024/03/16 00:00:00+00,1545,1545,100 W  OSTRANDER AVE    ,False,OFFN AGAINST FAMILY,43.014123,-76.1407604999999,1844
-8478156.31620342,5318325.1277072,2024/03/17 00:00:00+00,1135,1137,200 SHONNARD ST     ,False,POSSESSION/USE DRUG,43.041726,-76.1605739999999,1845
-8479620.05618786,5322321.931704,2024/03/17 00:00:00+00,1040,1040,1 DESTINY USA DR,True,SIMPLE ASSAULT,43.067961,-76.1737229999999,1846
-8477353.31305659,5316855.72089853,2024/03/17 00:00:00+00,1331,1331,300 MARTIN LUTHER KING      E ,False,SIMPLE ASSAULT,43.0320780000001,-76.1533605,1847
-8477172.9754815,5313625.75697986,2024/03/17 00:00:00+00,1432,1432,200 ATLANTIC AVE    ,False,SIMPLE ASSAULT,43.0108650000001,-76.1517405,1848
-8476708.10528795,5320961.592396,2024/03/17 00:00:00+00,1705,1745,500 BUTTERNUT ST     ,True,OFFN AGAINST FAMILY,43.0590330000001,-76.1475645,1849
-8475985.25217448,5319155.88341683,2024/03/17 00:00:00+00,1756,1756,700 E  GENESEE ST     ,False,SIMPLE ASSAULT,43.04718,-76.141071,1850
-8478070.65585526,5323250.42218409,2024/03/17 00:00:00+00,2128,2128,700 LEMOYNE AVE    ,False,OFFN AGAINST FAMILY,43.074054,-76.1598045,1851
-8476458.63830908,5314390.32305572,2024/03/17 00:00:00+00,2320,2320,200 W  CALTHROP AVE    ,False,CRIMINAL MISCHIEF,43.0158870000001,-76.1453235,1852
-8477771.59604325,5321485.40927957,2024/03/18 00:00:00+00,1514,1514,200 BASIN ST     ,False,CRIMINAL MISCHIEF,43.0624710000001,-76.157118,1853
-8477464.52122789,5313847.72133538,2024/03/15 00:00:00+00,1427,1430,2200 ONONDAGA CREEK BLVD   ,False,STOLEN PROPERTY,43.012323,-76.1543594999999,1854
-8472730.65988191,5319295.72084822,2024/03/19 00:00:00+00,2030,1530,300 BRUCE ST     ,True,CRIMINAL MISCHIEF,43.048098,-76.1118345,1855
-8477029.20635915,5322659.30456998,2024/03/29 00:00:00+00,2200,830,800 FIRST NORTH ST     ,True,CRIMINAL MISCHIEF,43.0701750000001,-76.150449,1856
-8476278.80167171,5321571.80074955,2024/03/29 00:00:00+00,1450,1520,900 BUTTERNUT ST     ,True,POSSESSION/USE DRUG,43.0630380000001,-76.1437079999999,1857
-8476118.50171628,5316274.60135954,2024/03/29 00:00:00+00,1705,1705,300 GARFIELD AVE    ,False,CRIMINAL MISCHIEF,43.028262,-76.1422680009999,1858
-8478652.7453613,5316996.89454315,2024/03/29 00:00:00+00,1345,1545,200 E  ONONDAGA ST     ,False,CRIMINAL MISCHIEF,43.0330050000001,-76.1650334989999,1859
-8474021.0755305,5320817.6164616,2024/03/29 00:00:00+00,2236,2236,300 ROBINSON ST     ,True,SIMPLE ASSAULT,43.0580880000001,-76.123426501,1860
-8472548.81938238,5322404.21664522,2024/03/30 00:00:00+00,120,120,100 WOODBINE AVE    ,False,CRIMINAL MISCHIEF,43.068501,-76.110200999,1861
-8478336.1528408,5315912.79046269,2024/03/30 00:00:00+00,337,337,800 ONONDAGA AVE    ,False,SIMPLE ASSAULT,43.0258860000001,-76.1621895,1862
-8477231.08414438,5318644.53494196,2024/03/30 00:00:00+00,1104,1104,500 S  SALINA ST     ,False,SIMPLE ASSAULT,43.043823,-76.152262499,1863
-8481860.7505583,5319650.80765171,2024/03/30 00:00:00+00,1532,1532,1900 W  GENESEE ST     ,False,SIMPLE ASSAULT,43.0504290000001,-76.1938514999999,1864
-8474855.13681527,5312632.4625316,2024/03/31 00:00:00+00,334,334,900 E  BRIGHTON AVE    ,False,OFFN AGAINST FAMILY,43.0043400000001,-76.1309190009999,1865
-8476428.08110886,5318452.61512264,2024/03/31 00:00:00+00,820,830,100 WEISER CT     ,True,OFFN AGAINST FAMILY,43.042563,-76.145049,1866
-8473750.56916788,5318898.1493206,2024/03/31 00:00:00+00,200,1232,1900 E  GENESEE ST     ,False,SIMPLE ASSAULT,43.045488,-76.120996501,1867
-8477231.08414438,5318644.53494196,2024/03/31 00:00:00+00,1819,1819,500 S  SALINA ST     ,False,POSSESSION/USE DANGEROUS WEAPONS,43.043823,-76.152262499,1868
-8477103.34514001,5322919.88544999,2024/04/01 00:00:00+00,1445,1445,900 KIRKPATRICK ST     ,False,CRIMINAL MISCHIEF,43.0718850000001,-76.1511149999999,1869
-8480982.10581747,5319992.19726381,2024/04/01 00:00:00+00,1809,1809,1600 W  GENESEE ST     ,False,SIMPLE ASSAULT,43.05267,-76.1859585,1870
-8477231.08414438,5318644.53494196,2024/04/01 00:00:00+00,1602,1602,500 S  SALINA ST     ,False,SIMPLE ASSAULT,43.043823,-76.152262499,1871
-8476708.10528795,5320961.592396,2024/04/01 00:00:00+00,1834,1834,500 BUTTERNUT ST     ,False,CRIMINAL MISCHIEF,43.0590330000001,-76.1475645,1872
-8474712.36945701,5319092.8201619,2024/04/01 00:00:00+00,2024,2024,1400 E  GENESEE ST     ,False,POSSESSION/USE DANGEROUS WEAPONS,43.046766,-76.1296364999999,1873
-8476805.78825244,5314599.97306347,2024/04/02 00:00:00+00,1430,8,2300 MIDLAND AVE    ,False,SEX OFFENSES,43.0172640000001,-76.148442001,1874
-8480644.9747396,5316355.46252771,2024/04/02 00:00:00+00,944,944,400 WOLCOTT AVE    ,False,OFFN AGAINST FAMILY,43.0287930000001,-76.1829299999999,1875
-8476769.7206261,5319449.27024237,2024/04/02 00:00:00+00,116,945,300 E  WASHINGTON ST     ,False,CRIMINAL MISCHIEF,43.0491060000001,-76.148118,1876
-8477528.64125459,5321606.08330035,2024/04/02 00:00:00+00,1841,1841,900 N  SALINA ST     ,False,POSSESSION/USE DANGEROUS WEAPONS,43.0632630000001,-76.1549355,1877
-8477231.08414438,5318644.53494196,2024/04/02 00:00:00+00,1603,1603,500 S  SALINA ST     ,False,POSSESSION/USE DRUG,43.043823,-76.152262499,1878
-8479120.62129242,5316265.00770804,2024/04/03 00:00:00+00,133,133,300 CROSSETT ST     ,False,ALL OTHER OFFENSES,43.028199,-76.1692365,1879
-8480678.03662837,5319990.82619624,2024/04/03 00:00:00+00,211,211,1800 E  FAYETTE ST     ,True,CRIMINAL MISCHIEF,43.0526610000001,-76.183227,1880
-8477622.81743248,5314919.25302193,2024/04/03 00:00:00+00,915,915,600 W  BRIGHTON AVE    ,False,UNAUTHORIZED USE MV,43.0193610000001,-76.1557814989999,1881
-8471214.32143807,5318238.76625264,2024/04/03 00:00:00+00,1400,1430,3100 E  GENESEE ST     ,True,SIMPLE ASSAULT,43.0411590000001,-76.098213,1882
-8476222.69664835,5321729.50152502,2024/04/03 00:00:00+00,2245,2245,1000 BUTTERNUT ST     ,True,CRIMINAL MISCHIEF,43.0640730000001,-76.143204,1883
-8479620.05618786,5322321.931704,2024/04/03 00:00:00+00,1348,1348,1 DESTINY USA DR,False,SIMPLE ASSAULT,43.067961,-76.1737229999999,1884
-8477291.19678073,5319070.88521648,2024/04/03 00:00:00+00,2209,2209,400 S  SALINA ST     ,False,DRIVING UNDER INFLUENCE,43.0466220000001,-76.1528025,1885
-8478243.98030242,5314720.55820414,2024/04/04 00:00:00+00,2000,914,100 VALLEY DR     ,False,SIMPLE ASSAULT,43.0180560000001,-76.1613614999999,1886
-8477920.37454269,5318626.71364986,2024/04/04 00:00:00+00,1200,1200,300 GIFFORD ST     ,False,OFFN AGAINST FAMILY,43.043706,-76.1584544999999,1887
-8476241.23134356,5319147.65775075,2024/04/04 00:00:00+00,1033,1033,600 E  GENESEE ST     ,False,SEX OFFENSES,43.047126,-76.1433704999999,1888
-8476427.07923344,5318085.23674849,2024/04/04 00:00:00+00,1940,1940,100 RADISSON CT     ,False,OFFN AGAINST FAMILY,43.040151,-76.1450399999999,1889
-8478127.76275404,5323258.65146365,2024/04/04 00:00:00+00,1935,1935,1500 FIRST NORTH ST     ,True,CRIMINAL MISCHIEF,43.0741080000001,-76.1603175,1890
-8479620.05618786,5322321.931704,2024/04/04 00:00:00+00,1207,1207,1 DESTINY USA DR,False,STOLEN PROPERTY,43.067961,-76.1737229999999,1891
-8476022.82250263,5321743.21476176,2024/04/04 00:00:00+00,2101,2101,900 HIGHLAND ST     ,False,SIMPLE ASSAULT,43.0641630000001,-76.1414085,1892
-8478287.06094537,5318163.37198452,2024/04/04 00:00:00+00,2242,2242,100 MERRIMAN AVE    ,False,SIMPLE ASSAULT,43.040664,-76.1617485,1893
-8478420.31037584,5317664.41434322,2024/04/04 00:00:00+00,2320,2320,700 W  ONONDAGA ST     ,True,CRIMINAL MISCHIEF,43.0373880000001,-76.1629455,1894
-8476767.21593756,5322038.05422117,2024/04/05 00:00:00+00,1309,1309,500 CARBON ST     ,False,SIMPLE ASSAULT,43.0660980000001,-76.1480955,1895
-8477231.08414438,5318644.53494196,2024/04/05 00:00:00+00,1558,1558,500 S  SALINA ST     ,False,SIMPLE ASSAULT,43.043823,-76.152262499,1896
-8476584.87461164,5321935.20218996,2024/03/23 00:00:00+00,638,638,300 CARBON ST     ,True,CRIMINAL MISCHIEF,43.0654230000001,-76.1464574999999,1897
-8479620.05618786,5322321.931704,2024/02/24 00:00:00+00,215,215,1 DESTINY USA DR,False,SIMPLE ASSAULT,43.067961,-76.1737229999999,1898
-8477327.26429575,5316454.14151116,2024/03/23 00:00:00+00,2157,2157,300 W  KENNEDY ST     ,False,CRIMINAL MISCHIEF,43.0294410000001,-76.1531265,1899
-8479620.05618786,5322321.931704,2024/03/23 00:00:00+00,1806,1806,1 DESTINY USA DR,False,OFFN AGAINST FAMILY,43.067961,-76.1737229999999,1900
-8476436.0961122,5320402.15549077,2024/03/24 00:00:00+00,1150,1156,500 N  MCBRIDE ST     ,False,SIMPLE ASSAULT,43.0553610000001,-76.145121,1901
-8480678.03662837,5319990.82619624,2024/03/24 00:00:00+00,1706,1706,1800 E  FAYETTE ST     ,False,POSSESSION/USE DANGEROUS WEAPONS,43.0526610000001,-76.183227,1902
-8476381.99483967,5318133.21444758,2024/03/24 00:00:00+00,2252,2252,100 DABLON CT     ,False,SIMPLE ASSAULT,43.040466,-76.1446349999999,1903
-8476946.05069952,5320895.77455066,2024/03/24 00:00:00+00,208,208,400 BUTTERNUT ST     ,False,SIMPLE ASSAULT,43.0586010000001,-76.1497019999999,1904
-8476388.50702988,5321375.70697708,2024/03/25 00:00:00+00,1501,1501,800 BUTTERNUT ST     ,False,ALL OTHER OFFENSES,43.0617510000001,-76.1446935,1905
-8479620.05618786,5322321.931704,2024/03/25 00:00:00+00,1322,1322,1 DESTINY USA DR,False,OFFN AGAINST FAMILY,43.067961,-76.1737229999999,1906
-8479024.94219009,5318743.23809819,2024/03/26 00:00:00+00,2313,818,700 OTISCO ST     ,True,CRIMINAL MISCHIEF,43.044471,-76.168377,1907
-8476769.7206261,5319449.27024237,2024/03/26 00:00:00+00,800,842,300 E  WASHINGTON ST     ,False,OFFN AGAINST FAMILY,43.0491060000001,-76.148118,1908
-8476211.17508105,5322419.30229642,2024/03/26 00:00:00+00,1045,1045,1300 BUTTERNUT ST     ,True,CRIMINAL MISCHIEF,43.0686000000001,-76.1431004999999,1909
-8476427.07923344,5318085.23674849,2024/03/26 00:00:00+00,1123,1123,100 RADISSON CT     ,False,CRIMINAL MISCHIEF,43.040151,-76.1450399999999,1910
-8477393.88901098,5322389.1310184,2024/03/26 00:00:00+00,1140,1220,600 KIRKPATRICK ST     ,False,OFFN AGAINST FAMILY,43.068402,-76.153725,1911
-8478715.36257487,5317734.32163876,2024/03/24 00:00:00+00,1200,1230,300 KELLOGG ST     ,False,OFFN AGAINST FAMILY,43.0378470000001,-76.1655959989999,1912
-8478661.26141367,5316781.70838345,2024/03/26 00:00:00+00,1405,1257,300 W  ONONDAGA ST     ,False,SIMPLE ASSAULT,43.031592,-76.16511,1913
-8471255.39833017,5321422.33029821,2024/03/26 00:00:00+00,1803,1803,500 PLYMOUTH DR     ,True,CRIMINAL MISCHIEF,43.062057,-76.098582,1914
-8479345.04138586,5320192.37528778,2024/03/26 00:00:00+00,1839,1839,1000 W  GENESEE ST     ,False,OFFN AGAINST FAMILY,43.0539840000001,-76.1712525,1915
-8478168.83964614,5313583.28291985,2024/04/05 00:00:00+00,2350,2350,300 BARNES AVE    ,False,SIMPLE ASSAULT,43.010586,-76.1606864999999,1916
-8476039.35344701,5322120.33666158,2024/04/05 00:00:00+00,2129,2130,1000 HIGHLAND ST     ,False,CRIMINAL MISCHIEF,43.0666380000001,-76.141557,1917
-8480829.82075406,5318677.4358782,2024/04/06 00:00:00+00,654,654,400 BURNET PARK DR     ,False,ALL OTHER OFFENSES,43.0440390000001,-76.1845905,1918
-8478042.10240587,5317965.97896355,2024/04/06 00:00:00+00,933,933,600 W  ONONDAGA ST     ,False,SIMPLE ASSAULT,43.039368,-76.159548,1919
-8472898.47401428,5319247.73718003,2024/04/06 00:00:00+00,1651,1651,2100 E  FAYETTE ST     ,False,ALL OTHER OFFENSES,43.047783,-76.113342,1920
-8480657.49818231,5317155.88877369,2024/04/06 00:00:00+00,1811,1811,1700 W  ONONDAGA ST     ,False,POSSESSION/USE DANGEROUS WEAPONS,43.034049,-76.1830424999999,1921
-8479620.05618786,5322321.931704,2024/04/06 00:00:00+00,1709,1709,1 DESTINY USA DR,False,OFFN AGAINST FAMILY,43.067961,-76.1737229999999,1922
-8479620.05618786,5322321.931704,2024/04/06 00:00:00+00,1917,1917,1 DESTINY USA DR,False,OFFN AGAINST FAMILY,43.067961,-76.1737229999999,1923
-8476574.85596879,5315089.17469879,2024/04/07 00:00:00+00,52,52,200 W  BRIGHTON AVE    ,False,OFFN AGAINST FAMILY,43.020477,-76.146367501,1924
-8479345.04138586,5320192.37528778,2024/04/07 00:00:00+00,1055,1101,1000 W  GENESEE ST     ,False,OFFN AGAINST FAMILY,43.0539840000001,-76.1712525,1925
-8478193.38559386,5320735.34549533,2024/04/07 00:00:00+00,1456,1456,400 E  DIVISION ST     ,False,OFFN AGAINST FAMILY,43.0575480000001,-76.160907,1926
-8477771.59604325,5321485.40927957,2024/03/27 00:00:00+00,726,726,200 BASIN ST     ,False,OFFN AGAINST FAMILY,43.0624710000001,-76.157118,1927
-8478287.06094537,5318163.37198452,2024/03/27 00:00:00+00,1140,1145,100 MERRIMAN AVE    ,True,CRIMINAL MISCHIEF,43.040664,-76.1617485,1928
-8476105.47722454,5323146.18527064,2024/03/27 00:00:00+00,1623,1623,1600 BUTTERNUT ST     ,True,CRIMINAL MISCHIEF,43.0733700000001,-76.142151,1929
-8477920.37454269,5318626.71364986,2024/03/27 00:00:00+00,1639,1639,300 GIFFORD ST     ,False,SIMPLE ASSAULT,43.043706,-76.1584544999999,1930
-8479620.05618786,5322321.931704,2024/03/27 00:00:00+00,1207,1207,1 DESTINY USA DR,False,OFFN AGAINST FAMILY,43.067961,-76.1737229999999,1931
-8475425.70464269,5312844.81316697,2024/03/27 00:00:00+00,2142,2142,700 W  BRIGHTON AVE    ,False,OFFN AGAINST FAMILY,43.0057350000001,-76.136044499,1932
-8474325.64554599,5321285.20354737,2024/03/28 00:00:00+00,1630,800,300 SHUART AVE    ,True,CRIMINAL MISCHIEF,43.061157,-76.1261625,1933
-8476769.7206261,5319449.27024237,2024/03/28 00:00:00+00,1401,1600,300 E  WASHINGTON ST     ,False,CRIMINAL MISCHIEF,43.0491060000001,-76.148118,1934
-8476767.21593756,5322038.05422117,2024/03/28 00:00:00+00,2043,2043,500 CARBON ST     ,False,CRIMINAL MISCHIEF,43.0660980000001,-76.1480955,1935
-8479532.89291525,5317005.11831632,2024/04/18 00:00:00+00,1401,1401,1100 BELLEVUE AVE    ,False,OFFN AGAINST FAMILY,43.033059,-76.1729399989999,1936
-8474959.83268504,5319083.22361694,2024/04/18 00:00:00+00,900,1311,1200 W  GENESEE ST     ,False,SIMPLE ASSAULT,43.046703,-76.1318595,1937
-8478026.57333691,5323442.44059654,2024/04/18 00:00:00+00,1559,1559,600 SECOND NORTH ST     ,True,CRIMINAL MISCHIEF,43.075314,-76.1594085,1938
-8479620.05618786,5322321.931704,2024/04/18 00:00:00+00,1309,1309,1 DESTINY USA DR,False,OFFN AGAINST FAMILY,43.067961,-76.1737229999999,1939
-8476281.80740928,5320496.76379018,2024/04/18 00:00:00+00,2110,2110,500 CATHERINE ST     ,False,ARSON,43.055982,-76.143735001,1940
-8471778.37729792,5319761.86073493,2024/04/18 00:00:00+00,2209,2209,200 HAZELWOOD AVE    ,False,SIMPLE ASSAULT,43.051158,-76.10328,1941
-8477199.02424235,5319753.63453536,2024/04/18 00:00:00+00,2124,2124,100 N  SALINA ST     ,True,ALL OTHER OFFENSES,43.0511040000001,-76.1519744999999,1942
-8477343.79524012,5322594.84621076,2024/04/19 00:00:00+00,149,149,1000 SPRING ST     ,True,CRIMINAL MISCHIEF,43.0697520000001,-76.153275,1943
-8472800.79116111,5318762.43049965,2024/04/19 00:00:00+00,759,759,100 SCOTTHOLM TER    ,False,CRIMINAL MISCHIEF,43.0445970000001,-76.1124645,1944
-8475444.74038693,5319048.95032253,2024/04/19 00:00:00+00,2000,700,1000 E  GENESEE ST     ,True,CRIMINAL MISCHIEF,43.046478,-76.1362154999999,1945
-8473035.73105774,5319294.34988286,2024/04/19 00:00:00+00,1034,1034,2000 E  FAYETTE ST     ,False,ALL OTHER OFFENSES,43.0480890000001,-76.1145750009999,1946
