X,Y,DATEEND,TIMESTART,TIMEEND,ADDRESS,QualityOfLife,CODE_DEFINED,LAT,LONG,ObjectId
-8478299.54041688,5315490.37705753,2024/05/17 00:00:00+00,1530,1620,1500 W  COLVIN ST     ,False,SIMPLE ASSAULT,43.0231119090001,-76.161860605,3586
-8481394.06685892,5318834.86968001,2024/05/17 00:00:00+00,1709,1709,700 TOMPKINS ST     ,False,CRIMINAL MISCHIEF,43.0450725680001,-76.189659209,3587
-8477137.07505704,5322012.70329972,2024/05/17 00:00:00+00,1726,1726,500 POND ST     ,False,OFFN AGAINST FAMILY,43.0659316270001,-76.151418001,3588
-8477382.0499605,5318739.12727371,2024/05/17 00:00:00+00,1802,1802,100 DICKERSON ST     ,False,SIMPLE ASSAULT,43.044444012,-76.153618648,3589
-8477598.94752803,5314774.78061129,2024/04/14 00:00:00+00,1548,1548,800 W  LAFAYETTE AVE    ,True,CRIMINAL MISCHIEF,43.0184121280001,-76.1555670719999,3590
-8480598.88847041,5317772.70233711,2024/08/05 00:00:00+00,1900,1900,100 DEPALMA AVE    ,True,CRIMINAL MISCHIEF,43.038099,-76.182516,3591
-8476205.00775862,5315112.31839196,2024/04/14 00:00:00+00,1746,1746,2800 S  SALINA ST     ,False,SIMPLE ASSAULT,43.020629,-76.143045098,3592
-8476979.33923477,5322300.89399897,2024/04/14 00:00:00+00,1830,1830,700 POND ST     ,False,SIMPLE ASSAULT,43.0678229380001,-76.1500010359999,3593
-8478137.92199341,5316115.15188595,2024/04/14 00:00:00+00,1844,1844,0 CENTENNIAL DR     ,False,SIMPLE ASSAULT,43.027214912,-76.160408762,3594
-8477291.19678073,5319070.88521648,2024/08/06 00:00:00+00,734,734,400 S  SALINA ST     ,False,OFFN AGAINST FAMILY,43.0466220000001,-76.1528025,3595
-8472914.06876174,5316782.60475374,2024/04/14 00:00:00+00,1907,1908,800 MEADOWBROOK DR     ,False,SIMPLE ASSAULT,43.031597886,-76.1134820899999,3596
-8477416.33424859,5322853.57805062,2024/04/14 00:00:00+00,1009,1009,1100 FIRST NORTH ST     ,False,CRIMINAL MISCHIEF,43.0714498780001,-76.153926629,3597
-8478402.08158659,5317403.88588131,2024/04/15 00:00:00+00,1025,1025,1000 TALLMAN ST     ,False,SIMPLE ASSAULT,43.0356773820001,-76.162781748,3598
-8477231.08414438,5318644.53494196,2024/08/06 00:00:00+00,920,920,500 S  SALINA ST     ,False,OFFN AGAINST FAMILY,43.043823,-76.152262499,3599
-8479353.55732691,5318943.38936565,2024/08/06 00:00:00+00,938,938,200 S  GEDDES ST     ,False,SIMPLE ASSAULT,43.0457850000001,-76.171329,3600
-8480405.83342274,5320960.96727665,2024/04/14 00:00:00+00,1949,1953,900 HIAWATHA BLVD W ,True,CRIMINAL MISCHIEF,43.0590288970001,-76.180781757,3601
-8479283.80954335,5319897.04291009,2024/04/16 00:00:00+00,944,945,700 PARK AVE    ,False,SIMPLE ASSAULT,43.0520453820001,-76.170702445,3602
-8476795.26844924,5314110.79702479,2024/08/12 00:00:00+00,2118,2118,300 W  OSTRANDER AVE    ,False,POSSESSION/USE DANGEROUS WEAPONS,43.0140510000001,-76.1483474999999,3603
-8476631.03001023,5321087.4006888,2024/04/15 00:00:00+00,1351,1351,600 BUTTERNUT ST     ,False,SIMPLE ASSAULT,43.0598587430001,-76.1468721209999,3604
-8477766.08572845,5315642.81190976,2024/08/12 00:00:00+00,2154,2154,200 ROCKLAND AVE    ,False,POSSESSION/USE DANGEROUS WEAPONS,43.0241130000001,-76.1570685,3605
-8479141.77767297,5317679.31323462,2024/04/19 00:00:00+00,1500,1600,500 DELAWARE ST     ,False,OFFN AGAINST FAMILY,43.037485824,-76.169426551,3606
-8477792.97717784,5311821.11059719,2024/04/15 00:00:00+00,1941,1941,100 CRESTVIEW DR     ,False,SIMPLE ASSAULT,42.999009675,-76.1573100699999,3607
-8478402.08158659,5317403.88588131,2024/04/15 00:00:00+00,2025,2025,1000 TALLMAN ST     ,False,OFFN AGAINST FAMILY,43.0356773820001,-76.162781748,3608
-8477454.61323661,5321105.06974534,2024/04/19 00:00:00+00,1500,1600,100 E  DIVISION ST     ,False,OFFN AGAINST FAMILY,43.059974713,-76.1542704949999,3609
-8473874.30078189,5318990.00055023,2024/08/13 00:00:00+00,702,702,1800 W  GENESEE ST     ,False,OFFN AGAINST FAMILY,43.046091,-76.122108001,3610
-8479292.32292405,5319618.70685378,2024/04/15 00:00:00+00,2147,2147,300 RICHMOND AVE    ,False,OFFN AGAINST FAMILY,43.0502182750001,-76.170778922,3611
-8475935.65934133,5323974.62654545,2024/08/13 00:00:00+00,909,909,900 WADSWORTH ST     ,False,SIMPLE ASSAULT,43.078806,-76.1406254999999,3612
-8476631.03001023,5321087.4006888,2024/04/16 00:00:00+00,108,108,600 BUTTERNUT ST     ,False,OFFN AGAINST FAMILY,43.0598587430001,-76.1468721209999,3613
-8482090.43428254,5320730.82320321,2024/04/16 00:00:00+00,110,115,300 CHEMUNG ST     ,False,SIMPLE ASSAULT,43.0575183170001,-76.195914784,3614
-8477835.71606994,5318178.45078948,2024/08/13 00:00:00+00,938,938,400 W  ONONDAGA ST     ,False,SIMPLE ASSAULT,43.040763,-76.1576939999999,3615
-8474491.72832632,5320409.05820786,2024/05/02 00:00:00+00,522,522,1100 HAWLEY AVE    ,False,OFFN AGAINST FAMILY,43.055406309,-76.1276544469999,3616
-8479615.04580891,5320166.52740205,2024/05/02 00:00:00+00,2145,600,400 LIBERTY ST     ,True,CRIMINAL MISCHIEF,43.0538143320001,-76.173677991,3617
-8477039.72605103,5318647.27668222,2024/08/13 00:00:00+00,1408,1408,200 HARRISON ST     ,True,CRIMINAL MISCHIEF,43.043841,-76.1505435,3618
-8474304.54460256,5321618.63744955,2024/05/02 00:00:00+00,800,800,1600 JAMES ST     ,False,SIMPLE ASSAULT,43.0633453940001,-76.125972947,3619
-8478396.44258646,5315083.16084995,2024/04/30 00:00:00+00,1200,1200,400 CRADDOCK ST     ,False,OFFN AGAINST FAMILY,43.020437503,-76.1627310919999,3620
-8477266.650833,5321857.03540366,2024/08/13 00:00:00+00,1451,1451,700 N  ALVORD ST     ,False,ARSON,43.0649100000001,-76.1525819999999,3621
-8477382.0499605,5318739.12727371,2024/05/02 00:00:00+00,1045,1045,100 DICKERSON ST     ,True,ALL OTHER OFFENSES,43.044444012,-76.153618648,3622
-8477291.19678073,5319070.88521648,2024/08/13 00:00:00+00,1500,1500,400 S  SALINA ST     ,False,OFFN AGAINST FAMILY,43.0466220000001,-76.1528025,3623
-8472309.60782292,5319198.47176647,2024/05/17 00:00:00+00,0,1315,100 NIVEN ST     ,False,SIMPLE ASSAULT,43.0474595840001,-76.108052125,3624
-8477231.08414438,5318644.53494196,2024/08/13 00:00:00+00,1520,1520,500 S  SALINA ST     ,False,ALL OTHER OFFENSES,43.043823,-76.152262499,3625
-8477231.08414438,5318644.53494196,2024/08/13 00:00:00+00,1736,1736,500 S  SALINA ST     ,False,ALL OTHER OFFENSES,43.043823,-76.152262499,3626
-8476538.15070441,5316074.36409835,2024/05/02 00:00:00+00,1400,1400,2000 S  SALINA ST     ,False,SIMPLE ASSAULT,43.0269470600001,-76.1460377719999,3627
-8482400.4727567,5320788.54379994,2024/05/02 00:00:00+00,1500,1507,100 KINCAID AVE    ,False,SIMPLE ASSAULT,43.057897177,-76.1986999069999,3628
-8477231.08414438,5318644.53494196,2024/08/13 00:00:00+00,1853,1853,500 S  SALINA ST     ,False,ALL OTHER OFFENSES,43.043823,-76.152262499,3629
-8478247.61065366,5314786.91205921,2024/05/02 00:00:00+00,1734,1734,2000 SOUTH AVE    ,False,SIMPLE ASSAULT,43.018491806,-76.161394112,3630
-8477296.70709552,5321478.55284792,2024/08/13 00:00:00+00,2107,2107,1100 S  TOWNSEND ST     ,False,SIMPLE ASSAULT,43.0624260000001,-76.1528519999999,3631
-8476502.88580292,5321180.31116938,2024/05/02 00:00:00+00,1524,1524,700 BUTTERNUT ST     ,False,ALL OTHER OFFENSES,43.0604685540001,-76.1457209819999,3632
-8478652.7453613,5316996.89454315,2024/08/14 00:00:00+00,1,1,200 ONONDAGA AVE    ,False,POSSESSION/USE DANGEROUS WEAPONS,43.0330050000001,-76.1650334989999,3633
-8477606.78764844,5313569.58165133,2024/08/14 00:00:00+00,12,12,100 GROVE ST     ,False,SIMPLE ASSAULT,43.010496,-76.1556375009999,3634
-8478679.78352978,5322624.51772495,2024/05/02 00:00:00+00,1741,1741,1700 N  SALINA ST     ,False,SIMPLE ASSAULT,43.0699467160001,-76.1652763869999,3635
-8476472.91536774,5317798.82094938,2024/05/02 00:00:00+00,2016,2016,400 BURT ST     ,False,SIMPLE ASSAULT,43.0382704890001,-76.145451753,3636
-8477262.18313657,5315586.83580967,2024/05/02 00:00:00+00,2242,2242,100 HOPE AVE    ,False,SIMPLE ASSAULT,43.0237453880001,-76.152541866,3637
-8473874.30078189,5318990.00055023,2024/08/14 00:00:00+00,302,302,1800 W  GENESEE ST     ,True,CRIMINAL MISCHIEF,43.046091,-76.122108001,3638
-8480166.57922791,5317430.02310943,2024/08/14 00:00:00+00,304,304,500 ROWLAND ST     ,False,POSSESSION/USE DANGEROUS WEAPONS,43.035849,-76.1786324999999,3639
-8476229.46398283,5315907.98742585,2024/05/02 00:00:00+00,2123,2123,200 E  COLVIN ST     ,True,CRIMINAL MISCHIEF,43.025854458,-76.143264792,3640
-8476152.96678723,5320954.59282894,2024/05/03 00:00:00+00,210,213,100 ROSEWOOD ST     ,True,CRIMINAL MISCHIEF,43.0589870580001,-76.142577606,3641
-8473874.30078189,5318990.00055023,2024/08/14 00:00:00+00,917,917,1800 E  GENESEE ST     ,True,CRIMINAL MISCHIEF,43.046091,-76.122108001,3642
-8474703.13962407,5312272.51821213,2024/05/03 00:00:00+00,2100,700,600 E  SENECA TPKE   ,True,CRIMINAL MISCHIEF,43.001975337,-76.129553587,3643
-8480326.87929466,5316044.35644118,2024/08/14 00:00:00+00,900,1437,100 HANCOCK DR     ,False,FRAUD,43.02675,-76.1800724999999,3644
-8479414.67172735,5316196.48191226,2024/08/14 00:00:00+00,1200,1200,500 ROBERTS AVE    ,False,SEX OFFENSES,43.027749,-76.1718779999999,3645
-8477231.08414438,5318644.53494196,2024/08/14 00:00:00+00,1225,1225,500 S  SALINA ST     ,False,OFFN AGAINST FAMILY,43.043823,-76.152262499,3646
-8476381.99483967,5318133.21444758,2024/08/14 00:00:00+00,1253,1253,100 DABLON CT     ,False,SIMPLE ASSAULT,43.040466,-76.1446349999999,3647
-8476183.82031994,5313183.15112156,2024/05/03 00:00:00+00,818,818,4200 S  SALINA ST     ,False,SIMPLE ASSAULT,43.007957586,-76.1428547679999,3648
-8472827.34085966,5322006.5128112,2024/08/14 00:00:00+00,1255,1255,200 STAFFORD AVE    ,False,ALL OTHER OFFENSES,43.0658910000001,-76.112703,3649
-8475958.20153822,5321102.82808764,2024/08/14 00:00:00+00,1418,1418,400 HIGHLAND ST     ,False,POSSESSION/USE DANGEROUS WEAPONS,43.05996,-76.1408279999999,3650
-8474703.13962407,5312272.51821213,2024/05/03 00:00:00+00,833,833,600 E  SENECA TPKE   ,False,CRIMINAL MISCHIEF,43.001975337,-76.129553587,3651
-8478199.23821609,5315847.70527502,2024/05/03 00:00:00+00,1058,1058,100 PARKSIDE AVE    ,False,OFFN AGAINST FAMILY,43.025458578,-76.1609595749999,3652
-8477231.08414438,5318644.53494196,2024/08/14 00:00:00+00,1502,1502,500 S  SALINA ST     ,False,OFFN AGAINST FAMILY,43.043823,-76.152262499,3653
-8477231.08414438,5318644.53494196,2024/08/14 00:00:00+00,1511,1511,500 S  SALINA ST     ,False,OFFN AGAINST FAMILY,43.043823,-76.152262499,3654
-8470599.16982063,5318408.7482888,2024/08/14 00:00:00+00,1532,1532,100 W  GENESEE ST     ,False,ALL OTHER OFFENSES,43.0422750000001,-76.092686999,3655
-8476712.42025405,5318705.81942618,2024/05/03 00:00:00+00,1630,1636,800 S  STATE ST     ,False,SIMPLE ASSAULT,43.0442253420001,-76.147603262,3656
-8477231.08414438,5318644.53494196,2024/08/14 00:00:00+00,2228,2228,500 S  SALINA ST     ,False,OFFN AGAINST FAMILY,43.043823,-76.152262499,3657
-8472854.79580832,5319656.86237193,2024/05/03 00:00:00+00,1648,1648,100 CROLY ST     ,False,CRIMINAL MISCHIEF,43.050468746,-76.112949632,3658
-8479463.76351148,5318310.04866556,2024/08/15 00:00:00+00,142,142,600 S  GEDDES ST     ,False,ARSON,43.0416270000001,-76.172318999,3659
-8476379.29656653,5315615.23296601,2024/05/03 00:00:00+00,1635,1635,2400 S  SALINA ST     ,False,SIMPLE ASSAULT,43.0239318810001,-76.144610761,3660
-8477972.43176673,5317061.93991337,2024/04/15 00:00:00+00,1511,2036,600 SOUTH AVE    ,True,FRAUD,43.0334321080001,-76.158922138,3661
-8477231.08414438,5318644.53494196,2024/08/15 00:00:00+00,1432,1432,500 S  SALINA ST     ,False,SIMPLE ASSAULT,43.043823,-76.152262499,3662
-8477231.08414438,5318644.53494196,2024/08/15 00:00:00+00,1456,1456,500 S  SALINA ST     ,False,ALL OTHER OFFENSES,43.043823,-76.152262499,3663
-8477822.19075181,5314238.22697297,2024/08/15 00:00:00+00,1400,1553,100 MEDORA PL     ,True,CRIMINAL MISCHIEF,43.014888,-76.1575725,3664
-8477231.08414438,5318644.53494196,2024/08/15 00:00:00+00,1548,1548,500 S  SALINA ST     ,False,OFFN AGAINST FAMILY,43.043823,-76.152262499,3665
-8480029.32229577,5317846.72270048,2024/08/15 00:00:00+00,1749,1749,100 HERRIMAN ST     ,False,SIMPLE ASSAULT,43.0385850000001,-76.1773995,3666
-8476278.80167171,5321571.80074955,2024/08/15 00:00:00+00,2256,2256,900 BUTTERNUT ST     ,False,OFFN AGAINST FAMILY,43.0630380000001,-76.1437079999999,3667
-8477199.52529138,5318437.53587528,2024/08/16 00:00:00+00,50,50,600 S  SALINA ST     ,False,SIMPLE ASSAULT,43.0424640000001,-76.151979001,3668
-8477231.08414438,5318644.53494196,2024/08/16 00:00:00+00,1051,1051,500 S  SALINA ST   ,False,OFFN AGAINST FAMILY,43.043823,-76.152262499,3669
-8476278.80167171,5321571.80074955,2024/08/16 00:00:00+00,1214,1214,900 BUTTERNUT ST   ,False,POSSESSION/USE DRUG,43.0630380000001,-76.1437079999999,3670
-8477231.08414438,5318644.53494196,2024/08/16 00:00:00+00,1640,1640,500 S  SALINA ST   ,False,ALL OTHER OFFENSES,43.043823,-76.152262499,3671
-8472210.1856027,5318480.03199836,2024/08/16 00:00:00+00,1839,1839,100 BRADFORD ST   ,False,OFFN AGAINST FAMILY,43.042743,-76.107159,3672
-8477127.89108773,5322476.90227963,2024/08/16 00:00:00+00,2037,2037,800 SPRING ST   ,False,SIMPLE ASSAULT,43.0689780000001,-76.1513355,3673
-8477231.08414438,5318644.53494196,2024/08/06 00:00:00+00,1315,1315,500 S  SALINA ST     ,True,POSSESSION/USE DANGEROUS WEAPONS,43.043823,-76.152262499,3674
-8470599.16982063,5318408.7482888,2024/08/06 00:00:00+00,2112,2112,100 W  GENESEE ST     ,False,ALL OTHER OFFENSES,43.0422750000001,-76.092686999,3675
-8476211.17508105,5322419.30229642,2024/08/07 00:00:00+00,18,18,1300 BUTTERNUT ST     ,True,CRIMINAL MISCHIEF,43.0686000000001,-76.1431004999999,3676
-8476587.8802379,5320653.07525357,2024/08/07 00:00:00+00,16,16,700 N  MCBRIDE ST     ,True,CRIMINAL MISCHIEF,43.0570080000001,-76.1464845,3677
-8477298.71084635,5322574.27448763,2024/08/07 00:00:00+00,26,26,700 KIRKPATRICK ST     ,False,CRIMINAL MISCHIEF,43.0696170000001,-76.15287,3678
-8477040.22698873,5318848.796794,2024/08/07 00:00:00+00,1028,1028,100 MADISON ST     ,False,SIMPLE ASSAULT,43.0451640000001,-76.150548,3679
-8477231.08414438,5318644.53494196,2024/08/07 00:00:00+00,935,935,500 S  SALINA ST     ,False,ALL OTHER OFFENSES,43.043823,-76.152262499,3680
-8478888.18619564,5317945.41743032,2024/08/07 00:00:00+00,1118,1118,200 SABINE ST     ,False,POSSESSION/USE DANGEROUS WEAPONS,43.0392330000001,-76.1671484999999,3681
-8470599.16982063,5318408.7482888,2024/08/07 00:00:00+00,1302,1302,100 W  GENESEE ST     ,False,ALL OTHER OFFENSES,43.0422750000001,-76.092686999,3682
-8476281.80740928,5320496.76379018,2024/08/07 00:00:00+00,1712,1712,500 CATHERINE ST     ,False,OFFN AGAINST FAMILY,43.055982,-76.143735001,3683
-8481620.30045818,5320430.9492196,2024/08/17 00:00:00+00,447,447,900 MILTON AVE    ,False,SIMPLE ASSAULT,43.05555,-76.1916914999999,3684
-8479620.05618786,5322321.931704,2024/08/07 00:00:00+00,1659,1659,1 DESTINY USA DR,False,OFFN AGAINST FAMILY,43.067961,-76.1737229999999,3685
-8472145.06370059,5323201.04665901,2024/08/17 00:00:00+00,2230,800,300 N  EDWARDS AVE    ,True,CRIMINAL MISCHIEF,43.0737300000001,-76.106574,3686
-8476235.22009106,5318448.50259822,2024/08/17 00:00:00+00,836,836,100 TYLER CT     ,False,SIMPLE ASSAULT,43.042536,-76.1433165,3687
-8481620.30045818,5320430.9492196,2024/08/17 00:00:00+00,858,858,900 MILTON AVE    ,False,OFFN AGAINST FAMILY,43.05555,-76.1916914999999,3688
-8471409.68725573,5319420.47953876,2024/08/17 00:00:00+00,1057,1057,200 W  FAYETTE ST     ,False,ALL OTHER OFFENSES,43.0489170000001,-76.099968001,3689
-8476039.35344701,5322120.33666158,2024/08/17 00:00:00+00,1830,1830,1000 HIGHLAND ST     ,False,SIMPLE ASSAULT,43.0666380000001,-76.141557,3690
-8478715.36257487,5317734.32163876,2024/08/17 00:00:00+00,2003,2003,300 KELLOGG ST     ,False,OFFN AGAINST FAMILY,43.0378470000001,-76.1655959989999,3691
-8479620.05618786,5322321.931704,2024/08/17 00:00:00+00,1525,1525,1 DESTINY USA DR,False,STOLEN PROPERTY,43.067961,-76.1737229999999,3692
-8477789.12886305,5317473.88534935,2024/08/18 00:00:00+00,1900,1619,200 LINCOLN AVE    ,False,CRIMINAL MISCHIEF,43.0361370000001,-76.1572755,3693
-8476458.63830908,5314390.32305572,2024/08/18 00:00:00+00,700,1445,200 W  CALTHROP AVE    ,True,CRIMINAL MISCHIEF,43.0158870000001,-76.1453235,3694
-8478213.92403991,5321739.10078862,2024/08/18 00:00:00+00,2231,2231,100 COURT ST     ,False,CRIMINAL MISCHIEF,43.0641360000001,-76.1610914999999,3695
-8476795.26844924,5314110.79702479,2024/08/19 00:00:00+00,149,149,300 W  OSTRANDER AVE    ,False,POSSESSION/USE DANGEROUS WEAPONS,43.0140510000001,-76.1483474999999,3696
-8478835.08679854,5318270.29494514,2024/08/07 00:00:00+00,1834,1834,400 SHONNARD ST     ,False,POSSESSION/USE DRUG,43.041366,-76.1666714999999,3697
-8477528.64125459,5321606.08330035,2024/08/19 00:00:00+00,244,244,900 S  SALINA ST     ,False,CRIMINAL MISCHIEF,43.0632630000001,-76.1549355,3698
-8480981.10405337,5319070.88521648,2024/08/07 00:00:00+00,2133,2133,500 TOMPKINS ST     ,False,POSSESSION/USE DANGEROUS WEAPONS,43.0466220000001,-76.185949501,3699
-8477296.70709552,5321478.55284792,2024/08/08 00:00:00+00,113,113,1100 N  TOWNSEND ST     ,True,CRIMINAL MISCHIEF,43.0624260000001,-76.1528519999999,3700
-8472730.65988191,5319295.72084822,2024/08/08 00:00:00+00,317,317,300 BRUCE ST     ,False,OFFN AGAINST FAMILY,43.048098,-76.1118345,3701
-8477231.08414438,5318644.53494196,2024/08/08 00:00:00+00,1420,1420,500 S  SALINA ST     ,False,OFFN AGAINST FAMILY,43.043823,-76.152262499,3702
-8477231.08414438,5318644.53494196,2024/08/08 00:00:00+00,1534,1534,500 S  SALINA ST     ,False,OFFN AGAINST FAMILY,43.043823,-76.152262499,3703
-8479345.04138586,5320192.37528778,2024/08/08 00:00:00+00,1647,1647,1000 W  GENESEE ST     ,False,OFFN AGAINST FAMILY,43.0539840000001,-76.1712525,3704
-8479620.05618786,5322321.931704,2024/08/08 00:00:00+00,1500,1500,1 DESTINY USA DR,True,CRIMINAL MISCHIEF,43.067961,-76.1737229999999,3705
-8479345.04138586,5320192.37528778,2024/08/08 00:00:00+00,1741,1741,1000 W  GENESEE ST     ,False,OFFN AGAINST FAMILY,43.0539840000001,-76.1712525,3706
-8478208.41372512,5318714.44956993,2024/08/08 00:00:00+00,2046,2046,400 FABIUS ST     ,False,CRIMINAL MISCHIEF,43.0442820000001,-76.161042,3707
-8476738.66248818,5319966.14701444,2024/08/09 00:00:00+00,1137,1137,400 JAMES ST   ,False,OFFN AGAINST FAMILY,43.0524990000001,-76.147839,3708
-8477291.19678073,5319070.88521648,2024/08/09 00:00:00+00,1145,1145,400 S  SALINA ST   ,False,SEX OFFENSES,43.0466220000001,-76.1528025,3709
-8477920.37454269,5318626.71364986,2024/08/09 00:00:00+00,1515,1545,300 GIFFORD ST   ,False,SIMPLE ASSAULT,43.043706,-76.1584544999999,3710
-8477291.19678073,5319070.88521648,2024/08/09 00:00:00+00,1744,1744,400 S  SALINA ST   ,False,CRIMINAL MISCHIEF,43.0466220000001,-76.1528025,3711
-8477444.98465726,5323686.58399348,2024/08/10 00:00:00+00,1258,1258,200 BURDICK AVE    ,False,SIMPLE ASSAULT,43.076916,-76.154184,3712
-8476039.35344701,5322120.33666158,2024/08/10 00:00:00+00,457,457,1000 HIGHLAND ST     ,False,ALL OTHER OFFENSES,43.0666380000001,-76.141557,3713
-8474670.29068949,5315471.50976469,2024/08/10 00:00:00+00,1656,1656,1100 COMSTOCK AVE    ,False,OFFN AGAINST FAMILY,43.0229880000001,-76.1292584999999,3714
-8477618.80993081,5319295.72084822,2024/08/10 00:00:00+00,2014,2014,200 WALTON ST     ,False,ALL OTHER OFFENSES,43.048098,-76.155745499,3715
-8479620.05618786,5322321.931704,2024/08/10 00:00:00+00,1503,1503,1 DESTINY USA DR,False,DRIVING UNDER INFLUENCE,43.067961,-76.1737229999999,3716
-8479620.05618786,5322321.931704,2024/08/10 00:00:00+00,1839,1839,1 DESTINY USA DR,False,OFFN AGAINST FAMILY,43.067961,-76.1737229999999,3717
-8472753.2020788,5319637.09748605,2024/08/11 00:00:00+00,100,100,200 BRUCE ST     ,False,SIMPLE ASSAULT,43.0503390000001,-76.112037,3718
-8477210.04487194,5321030.15314467,2024/08/11 00:00:00+00,31,31,600 N  SALINA ST     ,False,POSSESSION/USE DANGEROUS WEAPONS,43.0594830000001,-76.1520735,3719
-8474463.90446488,5319316.28535288,2024/08/11 00:00:00+00,147,147,1400 E  FAYETTE ST     ,False,ALL OTHER OFFENSES,43.048233,-76.1274045009999,3720
-8476334.90658375,5320234.87939284,2024/08/11 00:00:00+00,525,535,600 JAMES ST     ,False,POSSESSION/USE DANGEROUS WEAPONS,43.054263,-76.1442119989999,3721
-8472429.09538135,5319309.43051296,2024/08/11 00:00:00+00,1119,1119,2500 E  FAYETTE ST     ,True,SIMPLE ASSAULT,43.048188,-76.1091254999999,3722
-8478070.65585526,5323250.42218409,2024/08/11 00:00:00+00,1415,1415,700 LEMOYNE AVE    ,False,SIMPLE ASSAULT,43.074054,-76.1598045,3723
-8475985.25217448,5319155.88341683,2024/08/11 00:00:00+00,1710,1710,700 E  GENESEE ST     ,True,CRIMINAL MISCHIEF,43.04718,-76.141071,3724
-8477231.08414438,5318644.53494196,2024/08/11 00:00:00+00,1723,1723,500 S  SALINA ST     ,False,OFFN AGAINST FAMILY,43.043823,-76.152262499,3725
-8477443.98289316,5319085.96548592,2024/08/21 00:00:00+00,1805,1805,500 S  CLINTON ST     ,False,ALL OTHER OFFENSES,43.046721,-76.1541750009999,3726
-8471794.9082423,5319405.39872941,2024/08/21 00:00:00+00,1813,1813,100 W  FAYETTE ST     ,True,CRIMINAL MISCHIEF,43.048818,-76.1034284999999,3727
-8476278.80167171,5321571.80074955,2024/08/21 00:00:00+00,1959,1959,900 BUTTERNUT ST     ,False,ALL OTHER OFFENSES,43.0630380000001,-76.1437079999999,3728
-8477092.82544813,5318776.13938196,2024/08/22 00:00:00+00,900,900,100 E  ONONDAGA ST     ,False,OFFN AGAINST FAMILY,43.0446870000001,-76.1510205,3729
-8477092.82544813,5318776.13938196,2024/08/22 00:00:00+00,931,931,100 E  ONONDAGA ST     ,False,POSSESSION/USE DRUG,43.0446870000001,-76.1510205,3730
-8476632.96463167,5317985.16976873,2024/08/22 00:00:00+00,1121,1121,100 LATIMER TER    ,False,POSSESSION/USE DANGEROUS WEAPONS,43.039494,-76.1468895,3731
-8477231.08414438,5318644.53494196,2024/08/22 00:00:00+00,1527,1633,500 S  SALINA ST     ,False,OFFN AGAINST FAMILY,43.043823,-76.152262499,3732
-8477231.08414438,5318644.53494196,2024/08/22 00:00:00+00,1520,1520,500 S  SALINA ST     ,False,OFFN AGAINST FAMILY,43.043823,-76.152262499,3733
-8477553.68814002,5319143.54492043,2024/08/22 00:00:00+00,1926,1926,500 S  FRANKLIN ST     ,False,ALL OTHER OFFENSES,43.0470990000001,-76.1551605,3734
-8476632.96463167,5317985.16976873,2024/08/23 00:00:00+00,153,153,100 LATIMER TER    ,False,CRIMINAL MISCHIEF,43.039494,-76.1468895,3735
-8476708.10528795,5320961.592396,2024/08/23 00:00:00+00,852,852,500 BUTTERNUT ST     ,False,OFFN AGAINST FAMILY,43.0590330000001,-76.1475645,3736
-8476473.16550263,5316681.65535956,2024/08/22 00:00:00+00,2200,2215,200 W  KENNEDY ST     ,True,CRIMINAL MISCHIEF,43.0309350000001,-76.145454,3737
-8478193.38559386,5320735.34549533,2024/08/23 00:00:00+00,2029,2029,400 E  DIVISION ST     ,False,SIMPLE ASSAULT,43.0575480000001,-76.160907,3738
-8477231.08414438,5318644.53494196,2024/08/23 00:00:00+00,2005,2005,500 S  SALINA ST     ,False,OFFN AGAINST FAMILY,43.043823,-76.152262499,3739
-8477231.08414438,5318644.53494196,2024/08/23 00:00:00+00,2104,2104,500 S  SALINA ST     ,False,OFFN AGAINST FAMILY,43.043823,-76.152262499,3740
-8476738.66248818,5319966.14701444,2024/08/23 00:00:00+00,2227,2227,400 JAMES ST     ,False,CRIMINAL MISCHIEF,43.0524990000001,-76.147839,3741
-8473217.07050825,5322981.60303909,2024/08/23 00:00:00+00,2330,2330,100 LINWILL TER    ,False,CRIMINAL MISCHIEF,43.0722900000001,-76.116204001,3742
-8472898.47401428,5319247.73718003,2024/08/23 00:00:00+00,2308,2308,2100 E  FAYETTE ST     ,False,POSSESSION/USE DANGEROUS WEAPONS,43.047783,-76.113342,3743
-8475309.98814333,5314590.38113043,2024/08/24 00:00:00+00,225,225,400 IVY RIDGE RD     ,False,SIMPLE ASSAULT,43.0172010000001,-76.135005,3744
-8479936.14788198,5319649.43663423,2024/08/24 00:00:00+00,1206,1206,600 RICHMOND AVE    ,False,OFFN AGAINST FAMILY,43.05042,-76.1765625,3745
-8480153.55484749,5316652.87318119,2024/08/24 00:00:00+00,730,1841,300 DUANE ST     ,False,CRIMINAL MISCHIEF,43.0307460000001,-76.1785154999999,3746
-8472480.69196533,5319313.54341631,2024/08/24 00:00:00+00,2127,2127,200 GENESEE PARK DR     ,False,CRIMINAL MISCHIEF,43.048215,-76.109589,3747
-8479532.89291525,5317005.11831632,2024/08/25 00:00:00+00,253,253,1100 BELLEVUE AVE    ,False,CRIMINAL MISCHIEF,43.033059,-76.1729399989999,3748
-8477574.72752377,5313402.42779194,2024/08/25 00:00:00+00,1042,1042,300 SHIRLEY DR     ,False,SIMPLE ASSAULT,43.009398,-76.1553494999999,3749
